protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_RM37.1.1.m.14517,-0.0150554766274109,-0.00635320209738732,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM49.1.1.m.1644,-0.00928915242118443,-0.00744225934071011,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RM51.1.1.m.12099,0.00371019358562313,0.0257374463434137,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RMI1.1.1.m.17246,0.00327324596983918,-0.00088452455153265,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN19A.1.1.m.35894,-0.00690002015643195,-0.00094874081087435,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.11.13.m.59720,-0.00352457780773776,0.00238350136143059,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.12.13.m.60577,-0.00399230573545799,0.0022695724997223,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.4.13.m.27716,0.00234608521153287,0.0231410065056187,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.6.13.m.42268,0.00211257846439687,0.00153571595897459,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.7.13.m.45975,-0.00258349388866035,-0.00164412913342691,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.7.13.m.45976,0.00418096852378144,-0.00759047562534976,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN213.8.13.m.52889,0.00386529264446221,-0.00701737155775053,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN45S.2.5.m.14111,0.0297432373992339,0.00795313341175489,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RN45S.4.5.m.43162,0.000542941075326336,0.00024758740803939,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNF17.1.1.m.17312,-0.0143110692145247,-0.00910752912146031,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNF213.1.4.m.3458,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNOY.1.3.m.4495,-0.0243506554587081,-0.00213505354339253,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNOY.3.3.m.58342,-0.0113032003177559,0.0200802496185668,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNP1B.1.1.m.59888,0.00440252292572318,-0.0299720231806583,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RNZ1.1.1.m.29553,0.00188915999097771,-0.00534739978662847,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RO60.1.6.m.24126,-0.0167434733494878,-0.0120475469172314,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ROAA.3.6.m.39522,-0.0308393670931153,-0.00523975862216072,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ROCK2.1.1.m.26830,0.00374371607940704,0.00158333025993978,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RORA.1.2.m.59037,0.00292822568904733,-0.00667012212011129,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPA1.1.2.m.3320,-0.00727376852091823,0.00648378796803881,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPA1.2.2.m.6583,0.00523579644085105,-0.00246184104471933,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPA12.1.1.m.48818,-0.0012148592194375,-0.00202313983728053,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPAB1.1.1.m.11586,-0.0038802959564136,-0.00046914208881234,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPAB3.2.4.m.30639,-0.000579917403265939,0.000157123932019222,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPAC1.1.1.m.36389,-0.000334805877592933,-0.0100674870843526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPB1.1.1.m.36612,-0.00532317391715133,0.00708214809745718,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPB2.1.1.m.38872,-0.000651092667671498,-0.00254547974691015,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPB3.1.1.m.45705,-0.00471689489097955,-0.0141955729314188,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPC1.1.1.m.16568,-0.00226773733902523,-0.00129297484376893,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPF2.2.2.m.27891,0.000938515539747168,0.00340573579025992,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPGRB.1.1.m.59104,0.00631183058816041,0.0121788295505885,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPL36.1.1.m.57199,0.00291132029670275,-0.00125251641937608,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPOC1.1.1.m.34397,-0.00775214026744428,0.00229805502243224,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPS24.1.8.m.571,0.0183379718480953,-0.0237335277382609,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPS27L.1.1.m.21535,-0.00480231407116973,0.00663221312221486,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RPZ3.1.1.m.26308,-0.0268730965358061,-0.0238083864703592,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RRAGA.1.1.m.41224,-0.00109138228419468,-0.000897072624260251,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RREB1.1.1.m.11945,-0.00829985564010844,-0.00244142927755402,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RRP1B.1.1.m.21811,0.00685799226929297,0.00334074056016385,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RRP5.1.1.m.7375,-0.0118949497740635,0.0194759959671121,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS14.3.6.m.23056,-0.00426662119577399,0.000235405433774592,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS15A.5.11.m.18785,0.00300883929534049,0.0013425566403674,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS15A.6.11.m.23616,-0.0240897682128979,-0.0153306690254509,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS16.1.5.m.29365,0.000642204373362314,-0.00263123900701047,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS17.10.11.m.58728,0.000482988435149412,-0.0204602029780248,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS19.3.12.m.15295,0.00146995838650838,-0.000182006500475963,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS2.2.10.m.5562,0.00122155475631916,0.000270194165957444,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS2.7.10.m.39920,0.00366389897565297,-0.000990090151538355,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS21.1.4.m.13400,0.00179577391765448,0.000448931762096566,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS23.1.9.m.12948,-0.00108432103445606,0.00186429834249064,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS23.4.9.m.24810,0.00159345574641653,-0.013509028776213,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS27L.1.4.m.9354,0.00362320995770413,-0.0006914751068101,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS27L.3.4.m.33064,-6.90778119124143e-05,0.00916496339054526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3.2.7.m.23037,0.00113958204075575,0.000189417963811646,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3.4.7.m.42801,0.00950860670895697,-0.011531634732918,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS32.1.1.m.57158,-0.00763362724038209,0.000605865251022512,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3A.14.15.m.57763,0.00825775046343131,0.00975219086268575,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3A.2.15.m.2682,0.00836423548318192,0.00987794693163255,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3A.4.15.m.15366,0.00347648368457649,-0.00093944518693219,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3A.4.15.m.15367,-0.0141365633057057,-0.0187867621973064,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS3A.8.15.m.27207,-0.00427461281760817,0.0163423415715154,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS4.10.11.m.60432,-0.00369654362114535,-0.00106526502732517,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS4.11.11.m.63584,-0.00353932018098725,-0.00346302845865121,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS4.3.11.m.15465,0.00482044122687149,-0.00721591312043174,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS5.1.2.m.146,0.00356249350014857,0.0024583842239567,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS6.10.12.m.44863,0.00141030337045778,0.00120744815827447,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS6.5.12.m.23146,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS6.8.12.m.36342,-0.000496738429714884,-0.00347380133277227,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS7.5.9.m.38700,-0.0129312902064946,-0.00822944116671412,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS7.6.9.m.44704,0.00214343194315753,-0.00276224781053745,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS8.12.14.m.59492,0.00438770618205688,-0.00615241973581925,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS8.8.14.m.44842,0.00867648226629934,-0.018966366805688,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS9.11.13.m.49921,0.00213455513847262,0.000506891213650835,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS9.8.13.m.41198,0.0012700879542958,0.00168046987137582,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RS9.9.13.m.44486,0.0244809232629939,0.015789836107215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSMB.1.2.m.12400,6.13273675518552e-05,0.00060946042321706,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSPH4A.1.1.m.15217,0.0063131034063506,0.0033839435430087,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSRC2.1.1.m.14844,0.00144210933118355,-0.0220512033200535,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSSA.1.10.m.2054,0.000840396272885373,0.00135166939821794,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSSA.3.10.m.22114,0.0135695655195893,0.00439673654311413,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RSU1.1.1.m.44138,7.72464605840906e-06,-0.000531720112098628,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RT10.2.4.m.12766,-0.00919387881620722,0.022038052512219,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RT16.1.1.m.16545,0.0120543709956798,0.0103484349949216,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RTCB.1.2.m.27510,-0.00516374930470432,0.00540485764850482,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RTEL1.1.1.m.16665,-0.00841260563487688,0.0140464844151669,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RTF1.1.1.m.10685,-0.00272826777467677,-0.00332657088310611,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RTTN.1.3.m.9025,-0.00595382812586699,0.0101264474895165,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RTTN.1.3.m.9026,0.00217081874754335,-0.000260355940285541,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RU1C.1.2.m.50387,-0.00240333592081505,-0.000790538161566965,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RU2A.1.1.m.20848,-0.00898741017065887,0.00770653961680782,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RUNX1.1.1.m.49526,0.00559062156956561,-0.00174792800903004,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RUVB1.1.1.m.25669,0.00135470579916919,-0.000763566971099674,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RUVB2.1.1.m.19005,-0.000973247181634417,0.00248341268149696,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_RXR.1.2.m.45987,0.000123762097312895,-0.00489496777726009,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S12A2.1.2.m.32137,0.00415195085237341,-1.80674553448075e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S12A2.2.2.m.39394,0.00857204782197635,0.0117292115851667,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S26A5.2.2.m.9883,0.0241641268097791,0.00562250019531528,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S28A3.2.3.m.7477,-0.00290359995985248,0.00394185982093067,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S30BP.1.1.m.62845,-0.00430906425818306,-0.000260882896551613,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S4A10.3.4.m.28397,0.0197510275403719,0.00182731405936719,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_S4A8.1.1.m.28334,0.00260657566583528,0.00307829880593112,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAC1.1.1.m.40164,-0.00574952757128891,-0.0171973264430907,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.11.17.m.53250,-0.00377494339919359,-0.00308585549930862,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.12.17.m.53659,-0.00276251409242414,0.0107979571254481,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.14.17.m.61817,-0.00154730774007049,0.000968898071522945,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.4.17.m.32398,0.00173044973865374,-0.00314160139867886,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.6.17.m.35149,-0.00448815635194542,-0.00126637694440677,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SACS.9.17.m.52781,0.00143746373591554,0.00221247938187911,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAE1.1.1.m.46861,-0.0010932626162491,0.00565093236557129,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAE2.1.1.m.59765,0.000920855858871927,-0.00581499034566706,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAFB2.2.3.m.30765,-0.00191263216297924,0.00110811745954978,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAFB2.3.3.m.33384,-0.00416712567642883,-0.0114882812193663,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAHH3.2.2.m.51221,0.000631126378221792,0.0298261152087783,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAHHA.1.1.m.62610,0.00124821617217319,7.22767339366017e-07,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SALIVA_1456.1.1.m.19330,-0.00814809678086846,-0.00140560489669552,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAM9L.1.2.m.51914,-0.00260466867317693,0.00353603765380771,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAMD15.1.1.m.27733,0.0023517768709041,-0.0156546712796379,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAMH1.10.12.m.55275,-0.0154973067211164,0.00948796996531822,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAMH1.12.12.m.66249,-0.00424157463426766,-0.00161514322103486,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SAP.1.2.m.13958,0.000577572689459614,0.00119356644841471,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SARM1.1.1.m.377,-0.00499189903667743,0.00453332119975133,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SARNP.1.1.m.46095,-0.00162935417256516,0.00014020898828929,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SART1.1.1.m.14398,0.00272391715984423,-0.00728764145175353,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SASB.2.3.m.37538,0.00283546122867259,-0.000766222610457555,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SASB.3.3.m.51787,0.00126490546516937,0.00864842041759937,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SBDS.1.1.m.27786,-0.000624586616187021,-0.0199788259733334,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SBNO1.1.1.m.7257,-0.00817021379911206,0.00257816726489503,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SBP1.1.2.m.2083,0.00575607614943431,0.00408426070180585,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SBP1.2.2.m.49372,0.0193572746474582,-0.0155840223925813,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC22B.1.1.m.62900,0.000199506486308534,0.000201172332145932,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC24B.1.2.m.95,-0.0026862661852608,0.00479207028282444,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC24B.2.2.m.54667,-0.00894096019402344,0.0130580571541009,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC24C.1.1.m.9387,0.000785714263652757,0.00201061634273207,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC31A.1.2.m.8240,-0.000154864954247298,0.00017742931404721,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC31A.1.2.m.8241,-0.002503716071901,-0.000115558670890714,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC5A9.3.5.m.27017,-6.30544924479979e-05,0.0083658138394429,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A5.3.7.m.20491,0.00198936656338457,7.66956005420317e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A5.5.7.m.49357,0.00667865726594841,-0.0121249860884857,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A5.7.7.m.62985,0.00280019590851115,-0.000756692913701526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A6.2.2.m.37040,-0.0012772691979463,0.00906959411301245,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A9.4.6.m.26535,0.017605059747559,0.0035624654554901,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SC6A9.6.6.m.57818,0.00268157871459243,-0.000724639159959282,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCAM1.1.1.m.5509,-0.00891207323088757,0.00579894959379866,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCAPER.1.1.m.34551,-0.00467177701714576,-0.00184815820504284,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCMH1.1.1.m.1166,-0.00600390733525445,-0.00633711627744466,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCN1.1.2.m.28878,-0.0053892913813957,-0.0110722225771605,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCOT1.1.1.m.59655,-0.000158858941541805,0.000415498649022792,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCP.3.12.m.27952,-0.00564001848697252,0.00167709040238987,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCP.6.12.m.50694,0.00404217620702637,-0.00109231146381328,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCP.8.12.m.57173,0.00676606088468515,0.00373426370629895,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCP.9.12.m.62606,0.0088034310564123,0.00491342385558892,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SCPDL.1.1.m.55687,-0.0125353053245743,0.00220867700292708,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SDA1.1.1.m.12704,0.00128783649102248,0.010336365510123,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SDHC.1.1.m.31276,-0.0159767104889198,0.000983960574108901,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SDR16C5.1.1.m.7423,0.014534271840621,0.00918202360854835,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEC13.1.1.m.20714,0.000348330930384968,0.0026523104091138,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEC23B.1.1.m.12147,0.000247456965167589,0.00204287808725974,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEC23IP.1.1.m.41425,-0.00526858040991566,0.00590934888137779,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEH1.1.1.m.55025,0.00192761490325434,-0.00484376732273731,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SELD.1.2.m.8600,-0.000140987990542497,0.00329013904451264,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SELJ.1.1.m.21559,-0.00645570034724024,-0.0138991381584611,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEM1A.1.2.m.57703,0.00190910391234997,0.0125225938938115,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEM2A.1.1.m.43497,0.000400677054015274,-0.00347370839301962,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEP11.1.2.m.19430,0.00188383284568813,-0.000414796234747439,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEPT2.1.1.m.40428,0.00157413199090699,-0.00749506644353167,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEPT5.1.2.m.11458,0.00253021702266973,-0.0056731857292314,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SEPT7.1.1.m.59134,-0.00649533367725067,-0.00123531126347351,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SERB.1.1.m.7242,0.00622857226171845,0.00715417828400215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SETD2.1.1.m.25547,0.00335547657195088,-0.00738123405626148,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SETD3.1.1.m.42582,0.00304207999188959,0.0070820550742095,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SETD6.1.1.m.14704,0.00104646756399621,0.00595756465218203,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3A1.1.3.m.41531,-0.00398912310817493,0.00109830765424621,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3A3.1.1.m.50392,0.000796586206615635,0.00271085148426149,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3B1.1.3.m.24001,-0.00190478898835371,0.00377210177723746,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3B3.1.1.m.45473,-0.00154046204723272,0.00129883134398108,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3B4.1.1.m.14985,0.00137345890520185,-0.000367464601196555,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SF3B5.1.1.m.12205,-0.00880445383782962,-0.000819482114675523,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SGPL1.1.1.m.42223,-0.005744040325371,-0.00804869915568281,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SGPP1.1.1.m.5606,-0.00800965427144675,0.0133163586413281,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SH3KBP1.1.1.m.30545,-0.00304901354538716,-0.0008764288212813,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SH3L1.2.5.m.9176,-0.0104025862431941,0.0172199157026025,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SHD.1.1.m.20907,0.00934807879023582,-0.00614158348656489,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SHEP.1.1.m.27990,0.000191993486285766,-0.000584143770359093,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SHLB1.2.2.m.54016,-0.00622632076734238,0.00568884148191526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SHMT2.1.1.m.10572,-0.00216874744646549,0.000620147192793745,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SHROOM3.1.1.m.15543,0.00746146878489595,0.00686217133780289,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_CH211.197G15.10.6.7.m.50389,-0.00235915788289414,0.00105089937846252,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_CH211.197G15.7.3.3.m.61063,0.020524907650966,-0.00186162368871008,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_CH211.250G4.3.1.2.m.7118,0.000556804216254638,-0.00175110364563943,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_DKEY.21N12.1.1.1.m.65205,-0.00793444498524461,-0.00205306927715099,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_DKEY.5N18.1.1.2.m.5489,-0.0182804991534487,0.0147036659454633,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI_DKEYP.75B4.10.2.2.m.54469,-0.00681996746818036,-0.00710777380542562,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SI1L1.1.2.m.7671,-0.00489254630485522,2.87721371971743e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SIK3.1.1.m.8214,0.00615360207828494,-0.00639062290329513,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SIP.1.1.m.5724,-0.000957611344558521,-0.00454947171587087,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SIRT1.1.1.m.9844,0.00405750631972978,0.0270334322726391,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SIX1.1.2.m.49270,-0.0104819007001185,-0.00667065573113818,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SK2L2.1.1.m.35679,-0.000719200519917466,-0.000958645549169861,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SKAP2.1.1.m.63022,0.0148730518157223,-0.010286729736766,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SKIV2L.3.4.m.25390,-0.00560099936801148,0.00531634017879086,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLAI2.1.2.m.8777,-0.0116615056206252,-0.00883613224949646,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLC31.5.5.m.57886,-0.00311433148098561,0.00196087975484008,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLC34A2.1.2.m.9501,0.000767019863701389,-0.000269668441703984,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLC3A1.1.1.m.14892,-0.00196586669446336,-0.00163996557566275,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLC40A1.1.1.m.55100,-1.35184477888123e-05,0.00380004915981844,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLC6A14.1.1.m.43828,-0.0106978505980121,0.004462554490801,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLK.1.1.m.59382,-0.00041623904349164,0.00118297906273388,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_SLMAP.2.8.m.897,-0.00963429821938011,-0.00737407810435519,No,NA,NA,NA,NA,NA,NA,NA,NA
