"Supplemental Table 5. ASCA temperature effect scores, clustering, and GO enrichment analysis results. ",,,,,,,,,,,,
protein_ID,ASCA_PC1_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_MA2A2.1.1.m.8261,0.004803861,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MA2C1.1.1.m.46709,0.010925194,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MABP1.1.2.m.21698,0.000637366,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MABP1.1.2.m.21699,0.001427309,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MAD1.1.1.m.48542,-0.007333976,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MAD2L1.1.1.m.10353,-0.00316499,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MAGI1.1.1.m.66921,0.005275439,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MALT1.1.1.m.53909,0.009661916,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MAN2B1.1.1.m.38450,0.001516254,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MANBA.2.2.m.47433,0.0056453,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MANL.2.9.m.16934,0.007696383,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MANL.5.9.m.42622,0.000951633,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MARE3.1.1.m.30069,0.002096868,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MARH5.1.1.m.45222,0.009601799,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MASP2.1.1.m.3029,0.000227097,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MAST4.1.1.m.25573,-0.003692465,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MATN1.2.5.m.45361,0.001255183,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MATN1.3.5.m.46206,0.002831525,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MB21L.1.1.m.35723,-0.008655228,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MBCDH18.1.1.m.34344,-0.006965006,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MBLK1.1.1.m.51933,-0.002110503,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCA3.1.1.m.5766,0.000372661,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCA3A.1.2.m.24375,0.00655826,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCCA.1.1.m.18170,-0.000588298,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCEE.1.1.m.62224,0.003865398,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCES.1.2.m.15348,-0.015927613,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM2.1.1.m.14569,-0.005828191,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM3.1.1.m.14853,-0.005511584,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM4.1.1.m.61253,-0.002560242,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM4.1.1.m.61254,0.000968451,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM5.1.1.m.48534,-0.010225792,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCM7.1.1.m.50070,-0.003834108,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCMBP.1.2.m.3994,-0.014728457,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MCMBP.2.2.m.18631,0.003522735,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDHC.1.1.m.57053,0.001704395,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDHM.1.1.m.43603,0.000238299,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDM1.1.2.m.7535,-0.010069969,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDN1.2.8.m.1779,0.000169679,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDN1.3.8.m.3846,-0.008564119,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDN1.4.8.m.6155,-0.005055902,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDN1.6.8.m.52635,-0.01010807,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDN1.7.8.m.63476,-0.023423535,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDR1A.1.1.m.47026,0.006298924,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDR1B.1.2.m.12480,0.005387909,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MDR3.3.3.m.66641,-0.008758349,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ME3.1.1.m.58433,-0.001718595,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEC2.3.4.m.30735,0.01180725,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MECR.1.1.m.6989,-0.004249674,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED17.1.1.m.1678,-0.006662411,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED18.1.1.m.28719,0.01017341,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED21.1.1.m.6955,-0.006890182,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED24.4.10.m.16708,0.002655286,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED25.2.2.m.42845,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED4.1.1.m.12006,0.016550778,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED7.1.1.m.48813,-0.009740685,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MED8B.1.1.m.7004,-0.018925451,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEF2A.1.1.m.21731,-0.002276271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.11.91.m.21604,0.007621786,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.19.91.m.24289,0.000432008,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.22.91.m.28727,-0.015362113,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.47.91.m.45614,-0.009814499,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.50.91.m.46730,-0.007793161,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.56.91.m.47515,-0.00989528,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.58.91.m.48257,0.007444583,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.61.91.m.50119,0.001371274,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.67.91.m.52967,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.70.91.m.54892,0.018141739,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.78.91.m.58715,-0.003641238,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.79.91.m.59237,0.000135345,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.80.91.m.60740,0.010472245,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.83.91.m.61586,0.003407384,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG10.9.91.m.20215,0.006875579,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG11.15.25.m.46952,0.015876291,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEG11.8.25.m.39826,0.008674739,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF10.8.12.m.38635,-0.00807826,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.1.59.m.1169,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.11.59.m.24279,0.012736484,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.13.59.m.24300,6.17E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.15.59.m.24311,-0.005037867,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.3.59.m.2378,0.001967586,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.32.59.m.41698,-0.000118385,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.35.59.m.42904,-0.006311252,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.36.59.m.43203,0.014356915,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.44.59.m.47511,-0.007001617,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.48.59.m.51016,-0.005761848,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.52.59.m.54262,-0.011886671,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.55.59.m.59497,-0.010683664,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6.8.59.m.7292,-0.000418143,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEGF6A.1.2.m.17795,-0.008307069,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEP50.1.1.m.12931,-0.003817017,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MERL.1.1.m.1067,0.006613249,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MESD.1.1.m.52095,0.012460848,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MESH1.1.3.m.13824,-0.022741692,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MEST.2.2.m.55065,-0.005543447,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MET14.1.1.m.5074,0.024954885,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MET23.1.1.m.14359,-0.009673911,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_METEV_0975.1.1.m.28991,0.001455215,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_METH.1.1.m.18095,-0.008211132,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_METK.1.2.m.3732,-0.001508606,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_METTL15.1.1.m.14094,0.007600456,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MF.CPA.1.1.m.3630,0.003595044,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MFAP4.3.3.m.62664,0.017946109,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGA.2.2.m.66484,-0.003011799,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGC154513.1.1.m.20908,-0.014319271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGC78792.1.1.m.45233,-0.003798777,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGC81574.1.1.m.8983,0.018389508,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGC82409.1.1.m.44657,-0.001363179,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGC89016.1.2.m.76,0.000978837,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MGN2.1.1.m.9330,0.000488787,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB.2.3.m.30418,-0.013121846,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB1.2.4.m.35815,0.001569284,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB1.3.4.m.57545,0.005676699,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB1.4.4.m.64019,0.008602961,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB2.2.6.m.23029,0.006913572,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB2.4.6.m.43287,-0.007493111,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIB2.5.6.m.43978,0.01407187,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MICPUCDRAFT_54866.2.4.m.37897,0.018361159,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MICPUCDRAFT_54866.4.4.m.57185,-0.018737677,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MIF.2.2.m.30795,0.026634336,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MINP1.1.1.m.13284,0.000524013,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MINT.1.1.m.54605,-0.010235653,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MK01.1.1.m.48878,0.002153192,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ML12B.1.1.m.27220,0.00136792,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLE.1.9.m.15462,0.001621795,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLE.4.9.m.38686,0.023046486,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLL.1.1.m.33426,-0.004348565,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLL3.2.3.m.25295,-0.007058987,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLP2.4.4.m.62619,0.001592193,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MLRA.3.3.m.62296,-0.019819979,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MMAC.1.1.m.8063,-0.006239093,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MMS19.1.1.m.18650,0.004095608,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MNB.1.1.m.14023,-0.008497933,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MO25.1.1.m.62210,-0.000452924,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MO4L1.1.1.m.8106,-0.000609871,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MON2.1.1.m.65761,-0.020206715,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MONBRDRAFT_34536.1.1.m.30219,-0.005050465,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MONBRDRAFT_34989.1.1.m.34385,0.015263694,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MORC2.1.1.m.6240,0.004043856,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MORC3.1.2.m.38178,-0.015979971,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MP2K4.1.1.m.10635,-0.000339264,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MP2K5.1.1.m.45311,0.011663508,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MP2K5.1.1.m.45312,0.001129838,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MP2K6.1.1.m.38188,0.00356955,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPDZ.3.3.m.51236,0.007639126,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPEG1.4.5.m.49975,-0.007087077,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPET_1013.1.2.m.36696,-0.002189947,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPHOSPH9.1.1.m.9795,0.004157196,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPI.1.1.m.35645,0.003814701,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPP2.1.1.m.62101,0.000662385,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPPA.2.2.m.18272,-0.003326537,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPPA.2.2.m.18273,-0.010161893,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MPST.1.1.m.11853,0.018576138,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MROH1.1.1.m.24366,-0.000120615,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRP1.10.10.m.64931,0.000164964,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRP1.4.10.m.27993,0.005141462,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRP1.5.10.m.34368,-0.00856446,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRPL42.1.1.m.61762,0.020442769,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRPL45.1.1.m.11763,0.008917685,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRPL55.1.1.m.1120,0.01229555,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRPS28.1.1.m.29259,-0.022148437,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRPS35.1.1.m.20118,-0.016332098,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRRF.1.1.m.16730,0.008113813,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MRT4.1.1.m.1698,-0.009108105,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MSH2.1.1.m.18340,-6.92E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MSI2H.3.3.m.35858,-0.016769212,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MSRB3.1.4.m.4844,-0.011557954,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MSRB3.2.4.m.17278,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MT.10.18.m.44063,0.004024655,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTA1.1.1.m.12640,-0.001021803,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTAP.1.1.m.15433,0.006222865,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTBP.1.1.m.17026,0.0061898,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTHR.1.1.m.54596,-0.008505778,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTIF2.1.1.m.17935,-0.012425122,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTMR9.1.1.m.26430,-0.022385373,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTNA.1.1.m.1717,0.002545114,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTNB.1.1.m.16051,0.021608501,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTND.2.3.m.41824,0.000417215,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTOR.2.2.m.51573,-0.014984634,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTPN.2.2.m.58730,0.000650565,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTR_027S0011.1.1.m.29241,0.003743855,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTR_7G016900.1.1.m.39323,0.010375725,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTR1.1.1.m.59840,0.002444325,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTSS1.1.1.1.m.41595,0.010006089,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MTX1.1.1.m.43691,-0.006099901,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC1.1.5.m.5910,-0.006202209,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC21.1.1.m.41811,-0.016560601,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC4.1.1.m.41314,0.017094428,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC5A.1.2.m.43407,-0.004827157,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC5AC.1.2.m.17430,0.01074972,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUC5B.1.1.m.15734,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUG2.1.1.m.55656,-0.008800112,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MUTA.1.1.m.31799,-0.00169699,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MVD1.1.1.m.28700,0.002118569,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MVP.1.1.m.56230,-0.001051828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYBA.1.1.m.48052,-4.19E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYBPP.1.1.m.45264,0.006434939,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYBV.1.1.m.62683,-0.00451834,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYBX.3.4.m.53061,0.00457145,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYCB2.1.2.m.13017,0.001478755,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYCBP2.1.1.m.27070,-0.000574231,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYD88.2.7.m.21423,-0.009991821,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYD88.4.7.m.31202,0.011847895,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYD88.5.7.m.41603,-0.007713992,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYEF2.1.1.m.18999,-0.000123987,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYG1.1.1.m.4971,-0.00387991,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO15.1.1.m.66281,-0.00333586,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO16.4.4.m.65831,0.008991407,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO18.1.1.m.3952,-0.001029818,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO1B.1.1.m.53598,0.001908767,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO1E.1.1.m.49109,0.004072155,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO22.2.2.m.24750,-0.000233132,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO3.2.2.m.59993,0.005006331,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO3AL.1.1.m.8123,-0.006441716,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO5A.2.4.m.11575,0.002408809,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO6.1.1.m.4131,0.000758716,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO7A.1.3.m.59205,0.000361575,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYO7A.2.3.m.63360,-0.000889096,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYOF.3.3.m.53228,0.001852932,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYPH.1.2.m.36560,-0.000543431,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.1.7.m.433,0.003206586,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.1.7.m.435,0.001116178,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.2.7.m.2064,0.012284705,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.2.7.m.2069,-0.013492319,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.2.7.m.2070,-0.000241505,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.2.7.m.2075,0.002420101,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.4.7.m.18188,0.002362642,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.7.7.m.44341,-1.62E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS.7.7.m.44342,0.002114119,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYS3.1.2.m.31829,0.000144622,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSP.1.9.m.1097,0.010519405,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSP.1.9.m.1100,-4.78E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSP.4.9.m.2302,-0.00251293,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSP.5.9.m.28124,0.019764598,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSP.8.9.m.44813,-0.024437554,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_MYSTI_04398.1.1.m.27734,-0.014803926,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
