"Supplemental Table 4. ASCA time effect scores, clustering, and GO enrichment analysis results. ",,,,,,,,,,,,,
protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_NEMVEDRAFT_V1G201445.4.5.m.54666,-0.012392361,-0.007886468,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G201552.1.6.m.2876,0.002534045,0.002992642,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G201552.4.6.m.22239,0.002970658,-0.000802757,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G202687.1.1.m.8886,-0.004845699,-0.004914047,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G203842.1.1.m.60812,-0.003209072,0.007170963,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G203842.1.1.m.60815,0.01137429,-0.006586921,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G204928.1.2.m.15590,0.00259026,-0.009308314,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G204928.2.2.m.27972,0.002243093,0.002859493,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G206150.1.1.m.39762,-0.004411517,-0.020399165,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G206950.1.1.m.37574,0.001420482,-0.000414235,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G208725.1.1.m.36498,-0.017256511,-0.010982001,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G212280.3.3.m.30224,0.024364269,0.014485691,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G212312.2.5.m.45586,0.00169339,-0.015776696,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G214844.22.34.m.54623,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G214844.25.34.m.55918,0.005568214,0.006575918,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G214844.29.34.m.57719,-0.002069977,0.009048126,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G214844.9.34.m.28637,-6.03E-05,0.007998411,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G214960.1.1.m.2485,0.01701642,0.030518216,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G215851.2.2.m.18129,-0.007420593,0.003565237,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G218264.11.14.m.51529,0.002969321,-0.000802395,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G218914.4.4.m.62116,0.008618487,-0.011192083,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G221088.1.1.m.66380,-0.014391053,-0.00915843,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G221688.1.1.m.52819,-0.002405793,-0.011329427,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G224038.3.5.m.31061,-0.011301242,-0.012386946,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G224038.4.5.m.31140,-0.033545439,-0.012332906,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G224038.5.5.m.50649,0.025649878,0.013820825,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G224392.2.3.m.36325,-0.010063209,0.006249137,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G226328.1.1.m.11691,0.001617827,0.004934143,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G229510.4.4.m.47762,-0.002396548,0.005992251,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G230495.1.1.m.61211,0.000803988,0.001450516,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G232294.1.1.m.22465,0.000964351,-0.000483857,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G233184.1.1.m.18285,-0.019303966,0.01164719,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G233709.6.13.m.49823,-0.011760546,-0.002035366,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G233709.8.13.m.55781,0.016951068,0.008014077,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G234225.1.1.m.49490,0.002456971,-0.000448848,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,0.027243966,0.001380973,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G235656.1.1.m.19147,-0.003018427,0.002587704,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G235656.1.1.m.19149,-0.006003613,-0.027414877,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G235970.1.1.m.34141,-0.006673433,0.001428626,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236573.1.2.m.46431,0.00879641,-0.02538705,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236573.2.2.m.47233,-0.001955054,0.000631155,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236653.1.1.m.59422,-0.003038608,0.004125143,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236658.3.6.m.24704,-0.000316777,-0.002557914,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236658.4.6.m.30181,-0.026306812,0.025515932,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G236658.5.6.m.34525,0.011717008,-0.024902229,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237029.1.1.m.64370,-0.000920945,-0.00534253,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237545.1.1.m.34853,0.013870497,-0.02134638,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237598.1.1.m.11619,-0.000779153,0.003383351,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237629.1.1.m.24486,0.020172049,-0.008211804,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237797.1.1.m.40688,0.006500616,-0.011801756,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G237881.1.1.m.10098,-0.005088378,0.003939113,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G238062.3.6.m.5146,0.00297058,0.003871228,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G238590.1.1.m.49168,0.007079686,-0.009171262,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G238593.1.1.m.8407,-7.91E-05,0.010490336,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G238894.7.11.m.61041,0.0088379,-0.005064164,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G239043.2.6.m.4886,-0.002498888,-0.002772766,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G240471.1.1.m.10922,-0.019935618,-0.012686978,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G240563.1.3.m.5221,-0.004509419,-0.005325393,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G240563.3.3.m.30812,-0.003474761,0.001778165,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G240887.2.2.m.37649,0.005077574,-0.001372106,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G241267.1.1.m.7467,0.002177964,-0.000588548,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G241446.1.2.m.22601,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G241446.2.2.m.47394,-0.012553483,-0.007989006,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817,0.002973812,0.000600886,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G242153.2.4.m.15572,-0.03419038,0.022677286,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G242153.4.4.m.60071,0.002042121,-0.002942749,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G243463.1.1.m.49871,-0.011119344,-0.018248018,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G244077.1.1.m.14957,-0.003888276,0.005278633,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G244113.1.1.m.22167,-0.009921837,0.01855689,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G244537.2.3.m.10401,-0.001176222,-0.007002284,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G244727.1.1.m.35118,-0.000131049,0.016330036,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G244806.2.2.m.52012,0.002062734,-0.00274383,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245101.1.1.m.56451,0.004793096,-0.010079841,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245280.11.11.m.63026,0.004647025,0.003229072,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245280.2.11.m.22482,0.003459581,-0.014027779,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245280.5.11.m.34248,0.004179952,-0.018663667,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245744.1.1.m.36806,-0.007739864,-0.00492563,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G245969.1.2.m.347,0.023148145,0.014611319,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G246111.1.2.m.45249,0.002666605,-0.000720593,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G246422.1.1.m.1312,-0.014218444,-0.009367732,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G246686.1.1.m.53126,-0.013842591,-0.008809391,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G247177.1.1.m.63233,-0.001988186,-0.000733231,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G247395.1.8.m.5020,0.006981517,-0.009085436,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G248362.1.1.m.62940,0.002266842,-0.001231571,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G52068.2.3.m.36345,-0.012821738,0.00134547,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G61368.1.1.m.42775,-5.14E-05,0.006815912,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G69851.3.4.m.5191,-0.003186494,0.00432591,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G73504.1.2.m.17299,-0.009384975,0.007690828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G73504.2.2.m.38500,-0.004018717,0.003150979,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G79897.1.1.m.52661,0.002861429,-0.003519857,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G80221.1.1.m.12716,-0.00923783,-0.005878932,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G80846.1.1.m.24713,0.011403127,0.033365844,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G83869.3.3.m.30283,-0.010385501,-0.006609307,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G86312.1.1.m.10844,-0.010176322,0.007159507,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G92762.1.1.m.1253,0.004623021,0.005459669,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G957.1.1.m.27284,0.002369793,-0.000696359,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G96234.1.1.m.27743,-0.009725691,-0.003275628,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G97278.1.2.m.34546,0.007998002,0.00141235,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63646,-0.010655126,-0.009156842,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63648,-0.003445845,0.002607741,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEO1.3.3.m.61836,0.00565585,0.006679414,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NEUL4.2.2.m.54340,-0.017476469,-0.007799734,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NF70.1.4.m.31159,0.02810883,-0.008696843,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NF70.4.4.m.63507,-0.005093169,-5.10E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFH.1.1.m.53607,-0.001509429,-0.004057986,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFIL3.1.1.m.26076,-6.30E-05,0.008359743,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFKB.1.1.m.51558,-0.00604707,0.002626211,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFRKB.1.1.m.18027,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFRKB.1.1.m.18028,-0.000802436,0.001366664,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFS1.1.1.m.1622,-0.00326173,-0.001568377,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NFX1.1.2.m.13487,-0.003645608,0.004949193,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NGAP.2.2.m.63455,-0.001166695,0.00544829,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NHP2.1.1.m.57624,-0.005306777,-0.005657816,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NID2.1.2.m.5776,-0.005753591,-0.002974173,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NIF3L.1.2.m.28817,0.014017979,0.012725806,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NIPA.1.1.m.13987,0.003510619,0.015760095,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NIPLB.1.1.m.11155,-0.001228438,-0.001995913,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NIPSNAP3A.B.1.1.m.62397,-0.000839274,0.014890677,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NISCH.1.2.m.17955,-0.002131497,-0.011502708,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NIT2B.1.1.m.18389,0.003628326,-0.002451079,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NKRF.1.1.m.61828,-0.014069563,-0.006947063,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NKX23.1.1.m.25439,0.003339072,0.009355569,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NLRC3.1.1.m.57383,0.000857861,-0.009865625,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NMT2.1.2.m.10421,-0.003972698,0.001333608,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NNRE.2.2.m.27199,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOC41.1.1.m.53790,-0.019767235,0.025096954,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOG2.1.1.m.41399,-0.007557525,-0.018400072,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOL10.1.1.m.1606,-0.009025481,0.010143172,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOL11.1.1.m.6423,0.005361238,0.00975,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOL5.1.1.m.49429,0.001976614,-0.001089032,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOL9.1.2.m.16473,-0.001163648,0.004267026,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOLC1.3.3.m.66629,0.010094437,0.02017438,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOMO1.2.2.m.46404,-0.004229414,0.004269473,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOP56.1.1.m.55664,0.000839019,-0.001901412,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOSC.1.1.m.6346,-0.002285218,0.009286897,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOTC3.1.1.m.20877,-0.004114432,0.005571887,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NOV.1.2.m.27550,0.03029243,0.011373199,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPC2.2.7.m.29742,0.0064231,0.006899865,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPC2.4.7.m.30775,0.000242623,0.00284354,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPC2.5.7.m.30911,0.00290567,-0.001167624,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPC2.6.7.m.31030,0.001818479,0.003340828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPL.1.3.m.4064,-0.001426268,0.009487155,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPL.3.3.m.29352,-0.004355079,-0.017394007,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPL4.1.1.m.62114,0.000504161,-0.00460861,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NPTN.1.1.m.50315,0.001231292,-0.003999697,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NR1AA.1.1.m.39226,0.0012125,0.008062094,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRDC.1.1.m.28526,0.004677728,0.023325872,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRG.1.1.m.10622,-0.004932307,0.006049528,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRP.2.4.m.39720,0.003386685,0.00449392,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRP.4.4.m.44647,0.005117784,0.002036257,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRX3A.1.1.m.1705,0.002469016,0.014678251,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NRX4.1.1.m.8135,0.006627952,0.008257304,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NSF1C.1.1.m.62502,0.001206679,-0.002274531,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NSUN2.1.1.m.14138,-0.001589179,-0.00761859,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NT5M.1.1.m.6188,-0.012335459,0.003643052,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NTF.2.1.1.m.38498,0.001633567,0.002105751,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NTM1A.1.1.m.614,-0.001176359,0.003047071,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NU107.1.2.m.46092,-0.000833795,-0.001786839,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NU160.1.1.m.46155,-0.001240184,-0.003807446,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NU188.2.2.m.51343,0.005034661,0.005595895,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUBP1.1.1.m.65721,-0.000708535,-0.001895153,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUBPL.1.1.m.15123,0.00599074,-0.016567768,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUCB2.2.2.m.55289,0.000804933,0.002672116,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUCL.1.2.m.19135,-0.000352537,0.001670061,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUCL.2.2.m.21719,-0.002154464,-0.001963296,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUD16.1.2.m.10250,-0.003085549,0.003009683,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUD17.1.1.m.13156,-0.009119737,0.005662594,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUDT14.1.1.m.64313,-0.001758934,-0.005306245,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUFIP1.1.1.m.8979,-0.002561706,0.003477713,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUMB.1.1.m.19732,-0.005580008,-0.00350909,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP153.1.1.m.34857,0.000830864,0.000782251,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP205.1.1.m.54932,-0.005445639,0.00511004,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP214.2.3.m.20892,0.003144602,-0.00227703,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP214.3.3.m.52826,-0.004546743,0.002506224,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP50.1.1.m.17104,0.000881698,-0.009666891,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP54.1.1.m.24886,-0.007593594,0.01017234,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP62L.1.1.m.15606,0.002685669,-0.001317519,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP85.1.1.m.16167,0.005948536,0.002979219,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUP98.1.1.m.8689,-0.004837258,0.003608001,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NUPL2.1.2.m.4693,0.003130325,-0.007150068,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_NXF1.1.2.m.28017,-0.005454937,0.010145668,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OAT.1.1.m.3069,-0.001748898,-0.001740306,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OCDH.1.1.m.1284,0.00137156,0.000179445,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OCTC.1.1.m.31819,0.008081535,-0.002470666,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODC1.1.1.m.12032,0.004778968,-0.008667761,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODH.1.2.m.1327,-0.008651126,-0.006795954,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODH.2.2.m.16624,-0.004332624,-0.00068571,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODO1.2.2.m.23540,-0.000829964,0.001929293,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODPX.1.1.m.29097,-0.000724989,0.001767763,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_ODPX.1.1.m.29098,-0.003416723,0.015030375,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OFD1.1.1.m.29513,-0.004013476,-0.005850522,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OFUT1.1.1.m.41737,-0.001096582,0.000763066,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OGFD1.1.1.m.10563,-0.018968438,-0.012071467,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_OGFRL1.1.1.m.44422,0.002404375,-0.009021379,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
